Velo,SpinRate,HorzBreak,InducedVertBreak,estimate
90.61,2218,15.56,10.53,0.5565760082919463
97.79,2432,7.53,18.17,0.41720767956957405
96.12,2527,10.37,16.7,0.43466514974885756
96.88,2226,9.65,16.09,0.46146552988277695
95.56,2296,9.02,17.73,0.45219989395575355
88.68,2239,8.49,19.15,0.49844017219003256
92.29,2259,5.1,19.43,0.46199094192882173
96.2,1941,6.06,14.79,0.4975212628356511
97.66,2261,9.34,17.67,0.4410797728763617
92.41,2149,13.62,10.61,0.5462856417637569
91.54,2263,9.31,3.55,0.581776792878307
93.62,2171,11.28,13.47,0.5117657015075553
89.04,1494,3.45,9.54,0.6239889991501146
97.5,2358,10.56,16.02,0.44590890656369025
95.59,2150,14.31,10.4,0.5251722251599465
96.03,2326,10.43,18.4,0.4436191921501007
96.79,2005,14.39,17.28,0.48381905082016397
91.46,2279,0.63,16.72,0.47710604205619445
88.37,2099,15.26,7.81,0.6019169591639681
95.17,2131,4.53,17.95,0.4623237161159557
96.27,1967,13.3,5.27,0.5710586509736415
89.28,2208,4.47,21.24,0.47603350414206447
93.15,2330,12.56,17.53,0.47400599883492556
97.54,2273,16.92,10.01,0.5055153813863147
91.47,2349,17.06,16.63,0.49834277757462386
98.03,2410,9.42,16.79,0.4298861764677346
96.68,2944,4.72,19.79,0.3618987333874842
91.59,2157,6.36,15.88,0.5035784580802335
91.64,2237,15.05,6.64,0.5724170934242347
90.6,2254,8.13,17.41,0.4938960601228391
87.74,1953,14.39,17.51,0.5546800393915394
94.03,2328,10.54,15.3,0.4794400684180184
94.79,2186,13.46,9.84,0.5299478071415182
92.51,2416,5.68,16.17,0.4679794675826003
91.87,2136,6.75,18.8,0.48431444044980054
93.35,1840,4,14.19,0.5293772297415649
95.18,2224,13.98,12.01,0.5093824753808315
94.47,2312,11.16,17.9,0.46111890017284546
93.71,2270,8.51,18.74,0.46076166747695374
97.63,2131,7.27,17.06,0.45470915403561973
90.43,2342,6.46,16.73,0.4882761031477775
96.3,2028,11.28,14.57,0.49844129283720046
95.65,2138,15.49,14.49,0.5000224598302812
96.97,2434,12.74,16.07,0.4456634125028229
99.03,2339,12.65,18.35,0.4243751990660794
95.96,2310,4.95,15.8,0.45412796722307824
94.86,2190,4.26,10.4,0.5097626827281319
92.13,1910,15.29,8.31,0.5897012554326616
88.7,2158,11.74,16.7,0.5284651544763621
92.26,2410,13.4,11.36,0.5161893016036931
91.45,2410,3.83,18.7,0.4561788457398285
91.6,1963,3.79,10.93,0.5519738188443407
95.35,2162,17.13,9.34,0.5376989298834668
92.15,2052,5.95,12.87,0.5296101888441833
94.73,2170,13.4,11.44,0.5209893460051981
93.17,2308,11.27,19.1,0.46319969250015874
90.32,2177,12.76,15.84,0.5220983051922568
90.15,2057,9.98,16.65,0.5250446027524139
96.49,1894,7.81,13.41,0.5123696515301469
94.71,2334,4.41,15.48,0.46229047525198896
96.65,2078,8.33,18.08,0.46204444717739485
94.2,2310,8.62,17.85,0.4594086077801768
94.02,2048,11.72,14.04,0.5178144015654111
96.13,2326,7.89,18.15,0.44034892782740587
94.99,2352,0.75,15.32,0.4534149048465353
97.19,2761,12.2,8.17,0.4644496877261896
90.99,2141,2.65,12.25,0.5281264528753533
95.86,2500,8.37,20.81,0.4085444741644133
96.61,2554,9.12,14.24,0.4428863672026971
93.71,2480,5.29,17.36,0.44410584017564964
93.07,2211,10.71,14.57,0.5034452546367852
93.31,2162,11.61,8.86,0.5468343209704014
91.67,2093,14.47,8.9,0.5701151423235188
94.35,2319,14.33,12.02,0.5066835307638318
93.61,2408,4.49,19.45,0.43649263626079504
91.45,2130,16.9,2.21,0.6161196701030364
91.19,2086,6.57,15.43,0.5170121239794105
95.36,2115,4.59,19.13,0.4545975917493233
88.59,1883,13.66,10.6,0.6000314610548518
96.54,2277,8.88,15.89,0.45903310841179157
97.22,2299,12.74,15.11,0.4635701187972683
90.74,3012,11.64,12.67,0.4561103646690757
94.58,2041,12.55,10.05,0.5428456794257778
93.11,2368,3.44,16.02,0.46552393178413815
93.59,2403,9.76,16.98,0.46257860580600046
92.02,2058,14.47,8.38,0.5744267489217961
98.86,2234,3.51,19.35,0.4141186894132609
99.16,2578,14.33,11.83,0.44664791589199354
94.37,2412,11.06,20.61,0.43362034744084094
90.71,1879,15.57,7.08,0.6113108992340583
92.93,2104,6.26,17.29,0.4890498773207633
92.91,2450,6.29,15.52,0.46709153959719935
92.15,2336,3.32,18.7,0.45742095700612173
92.33,2326,13.42,9.5,0.5366493708010567
93.72,2245,7.82,18.42,0.4641660485287404
96.04,2347,14.89,8.58,0.5157059527561018
90.6,2010,10.49,15.23,0.5368423742071243
89.4,1943,12.77,9.72,0.5928289304594311
86.31,2013,14.88,11.14,0.6024264673988499
92.75,2361,11.3,18.4,0.465893499462072
95.64,2444,2.74,11.43,0.46923837793665624
92.71,2164,2.18,12.12,0.5131410325008517
92.14,2061,6.09,16.48,0.504439419786861
95.44,2460,2.86,19.19,0.4171479966160134
96.03,2216,2.77,17.15,0.4500787869778231
95.2,2118,2.19,17.98,0.45926440927549156
95.62,2247,13.8,14.99,0.4831998554525421
93.7,1938,5.38,14.67,0.5161344644054197
96.35,2439,3.37,15.58,0.43748074333670567
94.29,2185,7.29,11.81,0.5099907133117807
95.25,2419,9.24,16.64,0.45015180859813003
97.21,2303,15.03,-0.06,0.5700486086306675
96.09,2350,0.67,17.48,0.4308506267947086
90.61,2380,4.49,14.8,0.4930167626344015
93.73,2305,6.82,16.15,0.4719164530448027
96.24,2333,2.88,18.45,0.42856456721018443
98.99,2308,14.21,13.16,0.465242342854789
91.76,2344,6.97,17.29,0.47521418159553325
95.67,2277,2.08,17.95,0.44022337606112893
91.83,2093,15.11,3.56,0.6052890376219988
98.52,2322,16.53,10.47,0.48955911213775577
90.7,1962,14.58,6.62,0.6049470013366088
93.54,2053,16.93,6.54,0.5801350323563922
93.43,2172,15.94,12.39,0.5282643254812515
96.54,2540,6.92,18.8,0.4107069089787299
89.63,2971,18.45,4.43,0.5359412379743196
91.95,2187,16.39,9.8,0.5560350855024696
94.49,2284,4.33,14.96,0.4722538895080447
96.54,2460,14.53,20.83,0.4173879748073958
94.01,2279,4.3,20.3,0.4401150432285809
97.49,2323,15.77,17.09,0.45086619688891605
94.91,2380,4.24,15.56,0.45545651649751745
87.01,1738,13.77,10.6,0.6250258645304044
95.2,2212,15.86,13.82,0.5012407643476529
92.8,2325,2.42,18.07,0.4564523526988999
89.73,2195,16.38,14.59,0.5392672253763366
94.23,2165,17.8,13.93,0.515641275806198
91.84,2254,11.87,12.61,0.523663509851248
98.04,2827,7.47,8.71,0.4401563927412864
97.98,2494,9.41,20.12,0.40010355466289244
94.99,2539,0.48,18.94,0.41057949785926195
94.21,2267,11.11,18.66,0.4622414803748112
92.74,2143,6.21,12.32,0.5204067603670243
94.99,2230,3.56,17.15,0.45771294496832005
91.36,2331,10.37,12.77,0.5160123404116119
93.16,2267,18.34,11.06,0.5339553660614919
97.77,2356,8.85,16.43,0.4385191269785414
96.64,2437,4.86,18.41,0.4191077570671405
94.36,2364,7.21,14.67,0.47212312869841844
98.64,2372,6.13,17.56,0.41857851459515955
91.03,2030,14.64,13.37,0.5512110384395125
90.37,2228,15.02,6.63,0.5825495820771249
94.45,2418,8.44,18.55,0.4419405841147641
91.64,2021,13.64,11.71,0.5571225265372369
91.81,2232,4.74,18.2,0.4759751553729222
93.6,2242,5.71,15.78,0.4797646887037009
94.15,1921,14.48,14.92,0.5280462689477633
93.68,2646,2.86,19.42,0.41048465020115077
96.22,2679,2.57,19.92,0.3854648456630971
90.62,1926,16.36,0.45,0.6509227763485299
87.06,1972,14.24,10.88,0.6016252835287351
95.67,2541,4.32,19.28,0.4094885125934646
94.29,2229,3.95,21.12,0.4368478883161111
93.86,2487,8.9,16.1,0.4568359907473451
94.92,2071,13.73,13.29,0.5173215784464913
93.1,2211,11.09,21.14,0.4591381660885529
97.26,2005,13.07,11.08,0.5203655274354775
92.04,2310,14.26,14.8,0.5057252137295262
96.64,2362,12.59,11.11,0.48862410207901785
92.88,2114,11.85,7.02,0.5674749980653264
93.95,2205,13.79,8.27,0.5455050224393655
97.61,2187,-1.06,17.98,0.4293687041856301
97.27,2270,7.1,13.43,0.468017600043182
94.21,2329,15.7,14.68,0.4908999926331809
90.22,2266,3.93,16.18,0.4968635791271008
94.29,2287,9.37,15.02,0.48150035988925666
97.1,2136,14.05,13.14,0.4961903618666179
94.37,2451,10.98,18.43,0.44432957796792016
95.63,2352,13.27,15.48,0.46852442192641824
93.9,2006,11.7,12.93,0.5303780523527643
98.03,2127,16.58,10.42,0.5129528022574784
94.09,2427,5.27,18.15,0.4411393037138428
95.86,2190,15.04,11.89,0.5102805814069835
88.96,2072,13.68,15.98,0.5431445603512568
97.39,2150,4.42,15.67,0.4592683133549362
90.31,2510,7.91,17.26,0.47138200678157277
95.43,2237,3.85,14.85,0.46984927896568013
93.06,2294,9.43,17.56,0.4727754644539837
92.87,2096,8.44,13.64,0.518844493825956
93.57,2228,6.71,16.09,0.48094183540804475
97.1,2126,12.5,6.44,0.5401866729789874
93.38,1980,15.41,12.52,0.5457810705214139
89.13,2141,5.36,14.81,0.5290954352096605
93.7,2231,13.09,6.02,0.5588160983665789
94.38,2591,6.19,17.62,0.42811978581478294
92.82,2110,5.71,19.19,0.47540858049540186
94.06,2247,8.92,15.3,0.48450796341436586
91.37,2139,15.79,10.6,0.558615615324445
92.72,2247,8.37,14.38,0.4998478231713556
90.57,1895,14.74,9.33,0.5947619336003599
95.18,2449,2.36,16.6,0.4365745996275066
93.1,2292,-0.83,18.41,0.44975521878535
95.59,2277,16.91,10.62,0.5154816985587871
95.24,2367,7.56,15.93,0.4573316135019554
92.76,2346,17.74,13.44,0.5119190361534652
95.58,2249,17.32,8.06,0.5364222581489632
96.63,2656,4.57,15.48,0.4170413384688289
98.4,2083,17.01,5.18,0.5508442715700207
91.45,2071,13.49,7.7,0.5802371867182893
93.38,2127,6.99,16.27,0.49159973129244605
93.54,2063,16.28,5.57,0.5845440198254691
96.36,2337,8.34,13.67,0.46861497057944934
95.45,2229,8.45,17.4,0.460883282249608
92.45,2252,5.3,19.34,0.46243885294234555
93.62,2233,14.84,10.43,0.532307295569208
96.43,2171,9.82,16.34,0.46881551356817536
96.05,2278,13.68,12.63,0.4928112982908392
96.35,2227,11.61,13.93,0.4832810585330027
98.49,2360,2.53,15.86,0.4262347846096128
92.6,2050,15.57,9.65,0.5642808655767881
94.41,2140,5.45,14.76,0.4903378187215691
92.9,2425,11.32,17.88,0.4620351373660006
94.39,2234,9.97,17.63,0.4692422234872175
91.79,2098,11.8,12.63,0.5391739039589002
94.49,2342,4.43,20.94,0.42639667851232516
92.6,2379,8.16,19.76,0.45077551663704124
93.68,2052,2.02,18.03,0.4764402797890994
89.87,2071,8.4,7.96,0.5816456037939808
93.01,2043,8.27,17.64,0.4954896400558828
92.39,2684,6.43,20.24,0.4165687771261756
94.64,2362,13.87,17.55,0.461840928052365
93.62,2174,14.28,0.8,0.6015112296790466
89.99,2054,19.32,9.4,0.5907105406320877
94.83,2369,15.97,15.2,0.47923113470414186
97.65,2466,0.94,18.61,0.4013349234956966
95.4,2205,8.08,14.51,0.4826508494716567
91.39,2594,8.54,17.82,0.4523587502903627
92.62,2245,7.76,12.85,0.5102001154994026
94.92,2388,12.09,17.99,0.45126098929518316
95.32,2374,4.85,18.54,0.4339622252965299
91.9,2266,14.1,19.51,0.47874517792530624
94.29,2177,7.52,18.23,0.4674268038454844
90.7,1793,7.21,16.02,0.5466169472176281
88.8,2306,12.03,14.98,0.5252867708631065
91.35,2346,4.18,15.43,0.4860496613040191
94.01,2118,7.68,14.45,0.5013667900929507
93.05,2065,7.43,12.75,0.5249322932347447
95.43,2540,2.53,18.7,0.41223168667687854
93.17,2304,6.61,18.22,0.4617648235709973
90.16,2118,11.04,14.88,0.5327578973606791
94.09,2317,7.14,19.06,0.4488813623985804
91.93,2656,1.3,16.58,0.43862954069172827
96.18,2122,11.57,16.17,0.4796097567197217
93.53,2132,5.28,11.95,0.5165679861016814
94.74,2236,15.56,13.23,0.505813594873558
93.42,2271,17.31,15.03,0.5028593275466708
92.27,2262,6.92,18.59,0.47059574883505306
88.64,2189,15.01,12.4,0.5604090303692635
93.35,1840,15.57,9.22,0.5820332475027571
91.26,1914,16.06,1.8,0.6387413042209252
95.23,2426,11.74,13.08,0.4779455185550568
94.99,2212,6.68,16.87,0.4666048513642885
92.07,2212,15.89,11.44,0.54078104590876
92.07,1955,11.81,4.15,0.6074882233566316
94.15,2158,14.02,12.25,0.5220207223238617
93.07,2025,9.66,14.97,0.5173694087956517
92.4,2070,9.06,14.98,0.5168316539358901
91.33,2365,8.84,20.02,0.4609260257693354
98.4,2242,9.12,16.39,0.44574258150505214
98.14,2437,8.86,16.96,0.4244078451037357
94.11,2425,2.97,17.41,0.4423487746130556
96.08,2293,15.28,11.5,0.5015012440066098
93.95,2359,10.16,16.25,0.4698712237143033
96.35,2535,6.18,16.6,0.42596097342999795
92.69,2373,8.84,16.82,0.4717668334757946
94.43,2426,6.93,16.81,0.4505241726049879
95.91,2329,7.71,17.4,0.44642656304286843
89.47,1937,6.33,15.46,0.5438873231597456
97.23,2595,5.67,19.99,0.3907151150569027
88.73,2269,11.43,12.36,0.5462250154333687
94.01,2254,5.58,13.27,0.4924092626557164
89.25,2427,11.42,16.93,0.4956373529718322
92.53,2213,9.8,15.55,0.49905907198867705
93.89,1880,14.69,11.25,0.5591846071414662
93.52,2220,4.33,18.43,0.46220408481937786
95.54,2205,9.62,14.44,0.48467338853343483
88.46,1853,8.27,13.21,0.5778297291853678
96.31,2613,0.73,8.86,0.46168261607811284
89.46,2208,17.41,5.21,0.6042380449598426
96.37,2224,10.45,22.28,0.4250835140289173
98.21,2531,0.32,20.41,0.37856202995377336
92.54,2242,4.56,19.05,0.4634852801295616
96.88,2535,16.79,10.44,0.48133988005957606
97,2320,13.52,10.12,0.49841553268401956
93.65,2092,12.52,16.31,0.5020852962879603
95.17,2178,15.54,10.27,0.5284781183201314
97.37,2147,10.98,15.36,0.472804670303947
92.76,2074,6.84,11.96,0.5305820348133574
92.4,2235,2.36,12.09,0.5089291755525412
93.54,2440,8.62,19.42,0.4409314084244402
90.21,2080,16.66,8.07,0.5910770738168855
91.55,2075,19.08,6.37,0.597027148371
93.22,2424,3.09,21.35,0.42277875972078083
88.91,2146,12.38,15.36,0.5382606068431106
93.97,2319,11.43,18.16,0.4628258619818328
89.37,2177,14.77,12.12,0.5576971836333249
95.18,2203,4.39,18.18,0.4533761800851713
92.73,2359,5.38,22.21,0.43068676141367473
94.78,2296,8.35,18.71,0.4502247952530566
95.6,2578,1.83,15.31,0.4287149187304322
93.2,2143,15.49,13.94,0.5215397985486709
97.58,2574,0.45,17.71,0.39667064789731926
99.84,2137,14.88,7.69,0.5142211640405586
88.39,1949,10.85,10.34,0.5923259506176451
91.36,2231,4.66,13.29,0.512766097499473
93.02,2299,11.45,7.7,0.5430988925532674
92.52,2275,-0.36,16.5,0.46945255868980257
96.19,2427,6.92,13.36,0.4607316669095512
91.88,2204,12.28,13.12,0.5255251899850277
92.32,2298,6.1,18.98,0.4626520384435947
91.38,2185,5.5,18.12,0.48564867238374876
92.43,1946,6.68,5.88,0.5860984228622612
95,2517,3.16,12.2,0.4622677818878318
95.69,2263,10.2,16.06,0.4677745448071844
93.53,2139,3.35,18.61,0.46725170465725646
92.05,2319,9.55,11.53,0.5191287931553447
96.12,2201,7.46,20.3,0.4374618241307401
95.98,2487,6.44,18.54,0.4208047553367135
91.17,1880,15.13,4,0.6270959734329083
95.69,2189,14.28,11.27,0.514595096269525
90.78,2337,5.7,10.94,0.5243542135901633
87.55,1811,15.64,8.33,0.6319099505899292
97.85,2417,15.4,10.83,0.4807960851767916
93.34,2353,2.18,11.89,0.491291007853652
95.54,2207,9.58,15.22,0.4790949312201853
94.26,2095,7.15,19.49,0.46656071402189186
85.66,1782,11.64,9.12,0.6364113029116387
95.53,1990,8.18,15.37,0.4972757998564244
95.23,2351,12.74,17.15,0.4593721707496355
98.75,2344,18.4,4.92,0.526640830886153
91.32,1879,13.23,5.49,0.6135494425825001
96.18,2381,12.39,14.99,0.4634342341717022
92.13,2232,10.81,6.91,0.5604958741413981
92.57,2261,7.09,14.06,0.4996084991582207
95.67,2470,0.21,7.19,0.49106464970603403
95.09,2133,3.61,19.33,0.45183934108736495
95.07,2306,10.71,15.2,0.4748400667573607
97.82,2028,11.54,9.75,0.5204072173718651
95.1,2305,14.03,15.27,0.4798144407939701
93,2088,4.03,17.12,0.48752062964473564
95.28,2136,6.9,11.95,0.5058504521910782
97.33,2274,5.91,13.4,0.4653876363940201
89.96,2497,1,17.35,0.46307462624984613
93.38,2163,14.84,5,0.5774859849240118
93.71,2438,5.6,15.75,0.4596236853795308
95.66,2278,10.34,16.75,0.462069671443072
93.17,1916,15.1,13.63,0.5455962771650825
93.02,2373,4.71,20.55,0.4372161124214397
91.65,2275,19.31,3.97,0.5933632307042878
94.4,2342,7.02,16.07,0.46416766312159274
97.23,2321,8.78,20.2,0.4205475898670797
94.47,2325,11.61,16.83,0.4678525373193121
93.06,2093,1.86,18.58,0.47299113931299086
94.69,2288,15.3,3.73,0.5650271992556769
92.42,2383,7.1,18.04,0.461586168948321
93.26,2033,13.23,6.86,0.5759015267966361
98.09,2456,6.22,17.05,0.41800523486108676
91.73,2049,15.83,6.75,0.5904393083448644
94.44,2404,5.81,15.91,0.45682859243746415
94.01,2475,11.56,15.26,0.46705192212112207
95.49,2856,8.85,20.1,0.3828627405939018
95.13,1954,10.5,12.93,0.5243538434224563
93.23,2054,10.7,13.93,0.5221395094957401
97.74,2195,17.13,8.96,0.5192569603308548
96.17,1903,14.16,4.95,0.5815248273940488
95.89,2221,12.66,9.89,0.5166181045029861
95.61,2512,0.44,17.89,0.4155689651147877
94.93,2167,16.95,10.87,0.529634190960764
95.62,2682,2.83,16.54,0.41199287193367073
94.71,2277,15.86,13.51,0.5005708328168609
97.43,2271,9.77,12.54,0.47726081738143034
92.7,2422,13.56,18.41,0.46396777394804967
90.23,2429,13.66,15.29,0.5030852138038103
93.12,2010,10.13,17.83,0.49977221735482924
95.38,2102,5.74,13.52,0.4958121476089845
90.99,1980,6.72,15.8,0.526714737845043
78.37,1848,3.86,18.66,0.607904565966099
93.14,2208,4.18,12.16,0.5086696237943208
96.44,2273,3.87,18.3,0.4355739507076048
95.04,2213,8.9,14.41,0.48660176526968063
94.95,2338,13.03,13.1,0.490773002616805
87.53,1856,10.82,10.38,0.6070210654241127
92.08,2169,0.03,17.7,0.4756877264788568
93.83,2286,6.86,14.48,0.4844866506791601
95.37,2309,8.76,18.48,0.4468312813599215
91.1,2098,20.07,9.06,0.5819235833357378
93.65,2175,4.24,12.59,0.5053033541925139
92.22,2268,12.48,17.1,0.48986132494445733
96.46,2480,7.64,18.87,0.4177675963599722
88.08,2200,3.81,19.38,0.4973349116875226
98.48,2209,9.57,16.57,0.44791963361337805
93.32,2609,7.68,17.36,0.4383379621683437
93.37,2158,9.48,15.08,0.5009096133738206
93,2273,9.71,6.09,0.5537760438520413
95.34,2341,11.41,19.96,0.43836249500634294
93.7,2604,6.6,18.58,0.42608984683696366
97.44,2106,14.36,13.89,0.49203281133421045
92.08,2285,2.56,17.18,0.4720104568252105
92.21,2176,17.13,9.41,0.5590504686320609
92.7,2170,9.54,14.89,0.5061149720414247
92.84,2330,4.17,15.98,0.4727758186664965
93.91,2081,6.32,11.8,0.5215519434355459
91.55,1962,14.22,8.17,0.58808315816794
96.1,2291,4.15,19.97,0.42560315459729875
89.34,1965,4.19,14.16,0.5473204869899988
97.3,2330,13.59,16.3,0.4532876226146895
94.72,2517,2.92,19.37,0.41578398580414067
91.43,2272,3.83,19.1,0.467205261921221
94.12,2386,7.02,16.73,0.45743707821812624
92.02,2083,14.6,13.41,0.5383407707492255
89.97,2148,12.31,16.41,0.5229349379877087
97.19,2117,11.94,14.2,0.48662348036461456
92.65,2434,9.56,17.94,0.45965202615629863
93.19,2537,3.43,22.75,0.4034359402597198
97.73,2188,10.26,13.26,0.47915548879971076
94.68,2389,5.79,21.76,0.41724822791580835
78.07,1934,4.51,15.93,0.6206352229933134
97.69,2181,16.3,5.84,0.5408202215713191
94.36,2409,7.53,16.8,0.4537782270242231
95.99,2488,3.09,19.88,0.4063016965579031
95.8,2097,17.88,8.16,0.5499966854978925
97.52,2283,17.22,8.55,0.5151330314736704
94.82,2277,7.39,19.23,0.44668434599861706
93.41,2330,2.5,10.93,0.5001332157236844
89.35,2168,13.69,7.88,0.5852588285475253
95.28,2081,12.89,11.77,0.5225916553996031
92.45,2336,5.07,15.94,0.47686733217450195
90.98,2206,12.58,3.71,0.5955632445315269
93.79,1973,11.02,10.47,0.5499732411240529
95.58,2319,-2.85,16.82,0.4362078099446194
89.94,2201,3.76,16.58,0.5023768854496832
90.1,2281,4.19,19.44,0.47449573087201624
96.89,2341,10.32,14.11,0.46461405206069856
93.09,2555,6.59,18.94,0.432883706871482
93.42,1839,1.22,15.66,0.51427910981331
90.85,2300,8.38,16.98,0.4908287118164529
95.19,2288,5.56,17.51,0.4514375857335676
93.45,2291,5.94,16.97,0.4683306672421935
98.69,2591,17.69,2.43,0.5184253626766318
96.34,2426,6.94,18.4,0.42583767467245803
97.12,2219,11.23,17.04,0.4565807367161308
96.57,2181,7.29,17.08,0.45753758620681395
93.71,2346,4.64,19.62,0.4409142268463204
90.49,2264,1.38,18.48,0.4750889304307819
92.09,2065,3.96,18.06,0.49005597368255127
95.21,1915,8.35,16.04,0.5028086031536435
90.05,2055,9.91,16.83,0.5246440433599291
94.85,2045,15.88,9,0.5531055252587938
96.38,2460,6.08,14.41,0.4475819175994422
91.85,2215,15.12,10.82,0.5450265936565127
92.05,1789,20.2,3.12,0.6428418736083962
92.66,1917,14.25,9.88,0.5730502824201569
96.35,2255,14.54,10.8,0.5067809144683713
95.63,1994,15.29,12.33,0.5288022056579732
97.78,2770,12.95,11.1,0.4406547364298979
95.44,2194,8.39,16.04,0.4735454720587617
90.94,2204,1.96,11.94,0.5232245910949884
98.22,2318,16.41,11.84,0.4826517702087906
93.8,2472,-0.72,16.95,0.43701198970017574
92.51,2484,0.73,19.15,0.4329489261142613
96.81,2094,14.33,3.32,0.5695147300824093
97.15,2413,5.02,18.72,0.41592506794105016
94.04,2372,7.43,15.73,0.46687702391609703
90.1,1922,15.13,9.53,0.5948804961471982
96.07,2124,11.1,7.19,0.5405931942568841
95.34,2425,10.5,17.99,0.4418955694370976
92.52,2182,15.46,10.84,0.5437442087498157
98.49,2367,8.6,16.56,0.43088415504871513
93.26,2034,17.76,10.93,0.5560189263729449
92.84,2242,12.15,18.71,0.4762917336757142
93.17,2066,2.33,16.99,0.48645879944931714
93.76,2313,12.58,14.16,0.49413750922529487
92.23,1967,16.91,7.6,0.5908392481864184
93.6,2226,18.29,9.94,0.5422419883631322
85.92,2085,19.05,3.48,0.6537933829572354
95.73,2474,14.22,15.14,0.4596563880665856
95.23,1883,12.66,0.16,0.6190696802746737
94.84,2035,12.88,11.17,0.534467101412455
92.2,2356,6.64,16.12,0.4781622942512012
90.94,2066,5.32,15.53,0.5180713122090569
92.32,2283,16.36,11.88,0.5297279072501698
98.01,2338,14.04,10.92,0.4845219478166831
93.11,2101,11.12,13.8,0.5199757952701087
93.43,2146,13.21,16.82,0.49605914806077445
91.51,2263,2.14,14.87,0.49346242371257193
95.93,2199,15.94,12.61,0.5054714468185489
94.51,2024,12.27,13.51,0.5210728455514825
95.05,1939,3.78,21.12,0.4593730774601322
91.97,2537,9.47,16.7,0.4628077636359588
91.88,2026,11.53,9.22,0.5680954607131076
90.25,2054,18.45,7.93,0.5971003687503048
97.43,2457,0.58,18.53,0.4037134021631274
97.11,2170,14.75,13.94,0.4884705952987193
99.34,2603,4.77,15.86,0.40039834700348037
93.27,2349,10.58,15.83,0.47948057022469204
93.11,2081,11.07,15.84,0.5079680546471319
93.91,2106,9.13,15.55,0.4982384003635584
93.84,2470,16.43,7.85,0.5274787334873023
97.7,2137,8.84,9.83,0.5054259443631176
95.93,2479,6.51,19.37,0.4165424357681756
96.15,2289,-1.68,16.39,0.43977437833903316
89.55,2179,16.28,8.75,0.5812166578647651
96.49,2339,5.82,18.65,0.42966601056914283
92.58,2394,-1.24,9.69,0.5021483310782427
91.68,2241,14.75,9.91,0.5492653357624624
93.14,2026,6.24,15.92,0.5045199881448318
90.74,2524,6.8,18.09,0.45931720049814706
96.47,2266,7.95,16.59,0.4543407751837905
86.98,2129,0.46,17.86,0.5172972206716213
92.81,1866,15.55,7.25,0.596414895395282
96.92,2698,11.94,16.65,0.41519248584823176
94.03,2179,15.34,8.81,0.5464013640381573
95.46,2219,15.58,10.38,0.5215877051639617
94.68,2380,4.41,20.22,0.4260990437410122
91.77,2379,9.46,20.15,0.4564445798363382
96.12,2133,8.11,16.22,0.47281958574856503
94.75,2135,8.89,15.58,0.4884934645418317
94.19,2457,6.13,15.24,0.45853903037690547
91.26,2101,13.18,9.99,0.5629050823725532
92.08,2174,10.09,16.53,0.5000826048276082
96.48,1970,5.66,15.53,0.4868421603537627
92.52,2253,13.2,8.83,0.5465941883646337
92.38,2128,15.09,6.47,0.5787738290091782
98.28,2385,9.83,15.35,0.44082390746313566
96.22,2387,11.62,16.96,0.44793235010766713
93.46,2353,8.96,16.19,0.47250166544337663
98.11,2193,17.13,7.97,0.5234404339538156
96.47,2506,8.11,17.18,0.4272030386029999
94.76,1820,13.39,11.59,0.5541975452690308
91.15,2081,12.48,10.22,0.5629592470389252
92.62,2174,15.28,7.87,0.5635135681953813
93.39,2479,15.39,16.59,0.46864667448924713
91.06,2065,9.36,20.11,0.49284179362447794
96.48,2409,17.22,6.66,0.523287439408036
94.56,2088,15.14,7.19,0.5619900293677451
94.54,2116,5.02,8.22,0.5355703041086025
97.6,2222,18.98,2.48,0.5645865003742686
91.32,1933,11.43,13.92,0.5495214432475619
96.71,2487,4,19.3,0.4065102700320385
95.35,2319,15.99,9.31,0.5204918972559234
92.93,2355,5.69,8.04,0.5262934217468805
90.31,2200,15.94,9.07,0.5709562137894851
94.74,2288,5.8,17.71,0.4538122618157058
95.48,2333,9.06,12.52,0.4845944687041021
94.91,2419,2.4,7.17,0.5056063931684728
95.77,2406,12.78,18.64,0.4400003740687512
92.86,2184,3.25,19.23,0.46341244877524607
98,2487,12.19,18.42,0.416353472367319
95.23,2029,11.22,9.72,0.5392235754855564
96.17,2168,9.36,7.5,0.5304974331122638
94.06,2385,15.45,15.45,0.480806637185221
93.92,2397,3.85,17.65,0.4463336277925536
94.42,2395,3.21,19.27,0.4309124990970115
91.93,2071,14.96,3.73,0.6053096618785231
93.58,2364,9.75,18.94,0.45319805825827086
92.65,2349,2.14,16.02,0.4686361436910617
91.97,2394,6.12,13.27,0.49466450539922396
97.45,2174,9.34,18.01,0.4488503496292929
97.27,2455,10.22,11.56,0.46769717931659216
98.58,2693,15.42,11.97,0.44053954116047095
92.98,1976,15.09,6.47,0.5890581014023926
98.7,2491,9.69,18.24,0.40802214361746775
94.15,2114,6.94,15.56,0.4919029120269923
92.44,2401,10.3,17.75,0.46698903284823107
94.51,2173,18.27,5.07,0.573455168984496
94.49,2042,10.95,15.66,0.5025648021946488
94.46,2032,13.35,12.8,0.5272989120671032
95.05,2531,3.57,18.04,0.42193491557777285
96.48,2277,16.38,6.96,0.5328737800282093
92.93,2558,4.99,17.07,0.44367537021783254
93.95,2346,7.48,19.52,0.4445370969971305
93.97,2160,17.23,4.49,0.580797855503608
93.93,2396,14.96,11.32,0.508022732626233
96.36,2478,2.97,19.08,0.4096693748655306
